"subjects"	"cluster.id"
"3139"	"subject3139"	2
"3140"	"subject3140"	2
"3141"	"subject3141"	2
"3142"	"subject3142"	5
"3143"	"subject3143"	4
"3144"	"subject3144"	4
"3145"	"subject3145"	1
"3146"	"subject3146"	3
"3147"	"subject3147"	1
"3148"	"subject3148"	5
"3149"	"subject3149"	1
"3150"	"subject3150"	2
"3151"	"subject3151"	1
"3152"	"subject3152"	5
"3153"	"subject3153"	2
"3154"	"subject3154"	3
"3155"	"subject3155"	1
"3156"	"subject3156"	1
"3157"	"subject3157"	5
"3158"	"subject3158"	4
"3159"	"subject3159"	5
"3160"	"subject3160"	3
"3161"	"subject3161"	2
"3162"	"subject3162"	2
"3163"	"subject3163"	1
"3164"	"subject3164"	5
"3165"	"subject3165"	1
"3166"	"subject3166"	5
"3167"	"subject3167"	5
"3168"	"subject3168"	4
"3169"	"subject3169"	3
"3170"	"subject3170"	3
"3171"	"subject3171"	2
"3172"	"subject3172"	4
"3173"	"subject3173"	4
"3174"	"subject3174"	3
"3175"	"subject3175"	1
"3176"	"subject3176"	4
"3177"	"subject3177"	5
"3178"	"subject3178"	4
"3179"	"subject3179"	2
"3180"	"subject3180"	5
"3181"	"subject3181"	3
"3182"	"subject3182"	2
"3183"	"subject3183"	5
"3184"	"subject3184"	5
"3185"	"subject3185"	2
"3186"	"subject3186"	4
"3187"	"subject3187"	2
"3188"	"subject3188"	2
"3189"	"subject3189"	1
"3190"	"subject3190"	4
"3191"	"subject3191"	1
"3192"	"subject3192"	4
"3193"	"subject3193"	2
"3194"	"subject3194"	2
"3195"	"subject3195"	4
"3196"	"subject3196"	2
"3197"	"subject3197"	1
"3198"	"subject3198"	4
"3199"	"subject3199"	2
"3200"	"subject3200"	4
"3201"	"subject3201"	2
"3202"	"subject3202"	5
"3203"	"subject3203"	3
"3204"	"subject3204"	2
"3205"	"subject3205"	4
"3206"	"subject3206"	1
"3207"	"subject3207"	4
"3208"	"subject3208"	2
"3209"	"subject3209"	1
"3210"	"subject3210"	1
"3211"	"subject3211"	1
"3212"	"subject3212"	1
"3213"	"subject3213"	2
"3214"	"subject3214"	2
"3215"	"subject3215"	1
"3216"	"subject3216"	3
"3217"	"subject3217"	3
"3218"	"subject3218"	1
"3219"	"subject3219"	3
"3220"	"subject3220"	4
"3221"	"subject3221"	2
"3222"	"subject3222"	5
"3223"	"subject3223"	4
"3224"	"subject3224"	3
"3225"	"subject3225"	1
"3226"	"subject3226"	4
"3227"	"subject3227"	1
"3228"	"subject3228"	4
"3229"	"subject3229"	1
"3230"	"subject3230"	5
"3231"	"subject3231"	3
"3232"	"subject3232"	3
"3233"	"subject3233"	5
"3234"	"subject3234"	1
"3235"	"subject3235"	2
"3236"	"subject3236"	4
"3237"	"subject3237"	2
"3238"	"subject3238"	2
"3239"	"subject3239"	4
"3240"	"subject3240"	4
"3241"	"subject3241"	5
"3242"	"subject3242"	1
"3243"	"subject3243"	2
"3244"	"subject3244"	1
"3245"	"subject3245"	1
"3246"	"subject3246"	5
"3247"	"subject3247"	3
"3248"	"subject3248"	1
"3249"	"subject3249"	1
"3250"	"subject3250"	2
"3251"	"subject3251"	4
"3252"	"subject3252"	3
"3253"	"subject3253"	3
"3254"	"subject3254"	5
"3255"	"subject3255"	1
"3256"	"subject3256"	5
"3257"	"subject3257"	3
"3258"	"subject3258"	1
"3259"	"subject3259"	3
"3260"	"subject3260"	2
"3261"	"subject3261"	4
"3262"	"subject3262"	2
"3263"	"subject3263"	1
"3264"	"subject3264"	2
"3265"	"subject3265"	2
"3266"	"subject3266"	4
"3267"	"subject3267"	2
"3268"	"subject3268"	2
"3269"	"subject3269"	1
"3270"	"subject3270"	4
"3271"	"subject3271"	2
"3272"	"subject3272"	4
"3273"	"subject3273"	4
"3274"	"subject3274"	4
"3275"	"subject3275"	3
"3276"	"subject3276"	1
"3277"	"subject3277"	3
"3278"	"subject3278"	3
"3279"	"subject3279"	3
"3280"	"subject3280"	2
"3281"	"subject3281"	3
"3282"	"subject3282"	5
"3283"	"subject3283"	5
"3284"	"subject3284"	1
"3285"	"subject3285"	4
"3286"	"subject3286"	1
"3287"	"subject3287"	3
"3288"	"subject3288"	3
"3289"	"subject3289"	2
"3290"	"subject3290"	1
"3291"	"subject3291"	2
"3292"	"subject3292"	1
"3293"	"subject3293"	1
"3294"	"subject3294"	3
"3295"	"subject3295"	3
"3296"	"subject3296"	1
"3297"	"subject3297"	4
"3298"	"subject3298"	4
"3299"	"subject3299"	2
"3300"	"subject3300"	1
"3301"	"subject3301"	3
"3302"	"subject3302"	1
"3303"	"subject3303"	3
"3304"	"subject3304"	5
"3305"	"subject3305"	2
"3306"	"subject3306"	1
"3307"	"subject3307"	1
"3308"	"subject3308"	2
"3309"	"subject3309"	2
"3310"	"subject3310"	4
"3311"	"subject3311"	1
"3312"	"subject3312"	5
"3313"	"subject3313"	2
"3314"	"subject3314"	2
"3315"	"subject3315"	4
"3316"	"subject3316"	1
"3317"	"subject3317"	1
"3318"	"subject3318"	4
"3319"	"subject3319"	1
"3320"	"subject3320"	2
"3321"	"subject3321"	3
"3322"	"subject3322"	4
"3323"	"subject3323"	4
"3324"	"subject3324"	1
"3325"	"subject3325"	4
"3326"	"subject3326"	3
"3327"	"subject3327"	2
"3328"	"subject3328"	3
"3329"	"subject3329"	2
"3330"	"subject3330"	3
"3331"	"subject3331"	1
"3332"	"subject3332"	4
"3333"	"subject3333"	3
"3334"	"subject3334"	5
"3335"	"subject3335"	2
"3336"	"subject3336"	1
"3337"	"subject3337"	4
"3338"	"subject3338"	4
"3339"	"subject3339"	3
"3340"	"subject3340"	3
"3341"	"subject3341"	3
"3342"	"subject3342"	1
"3343"	"subject3343"	1
"3344"	"subject3344"	4
"3345"	"subject3345"	3
"3346"	"subject3346"	3
"3347"	"subject3347"	4
"3348"	"subject3348"	2
"3349"	"subject3349"	2
"3350"	"subject3350"	1
"3351"	"subject3351"	3
"3352"	"subject3352"	1
"3353"	"subject3353"	4
"3354"	"subject3354"	5
"3355"	"subject3355"	3
"3356"	"subject3356"	2
"3357"	"subject3357"	5
"3358"	"subject3358"	2
"3359"	"subject3359"	4
"3360"	"subject3360"	1
"3361"	"subject3361"	1
"3362"	"subject3362"	2
"3363"	"subject3363"	4
"3364"	"subject3364"	3
"3365"	"subject3365"	5
"3366"	"subject3366"	4
"3367"	"subject3367"	3
"3368"	"subject3368"	4
"3369"	"subject3369"	1
"3370"	"subject3370"	1
"3371"	"subject3371"	1
"3372"	"subject3372"	3
"3373"	"subject3373"	3
"3374"	"subject3374"	1
"3375"	"subject3375"	1
"3376"	"subject3376"	1
"3377"	"subject3377"	4
"3378"	"subject3378"	4
"3379"	"subject3379"	1
"3380"	"subject3380"	3
"3381"	"subject3381"	3
"3382"	"subject3382"	2
"3383"	"subject3383"	1
"3384"	"subject3384"	2
"3385"	"subject3385"	2
"3386"	"subject3386"	1
"3387"	"subject3387"	1
"3388"	"subject3388"	4
"3389"	"subject3389"	3
"3390"	"subject3390"	1
"3391"	"subject3391"	3
"3392"	"subject3392"	5
"3393"	"subject3393"	1
"3394"	"subject3394"	2
"3395"	"subject3395"	1
"3396"	"subject3396"	5
"3397"	"subject3397"	3
"3398"	"subject3398"	1
"3399"	"subject3399"	1
"3400"	"subject3400"	3
"3401"	"subject3401"	1
"3402"	"subject3402"	2
"3403"	"subject3403"	1
"3404"	"subject3404"	2
"3405"	"subject3405"	3
"3406"	"subject3406"	5
"3407"	"subject3407"	5
"3408"	"subject3408"	4
"3409"	"subject3409"	2
"3410"	"subject3410"	5
"3411"	"subject3411"	1
"3412"	"subject3412"	5
"3413"	"subject3413"	2
"3414"	"subject3414"	4
"3415"	"subject3415"	4
"3416"	"subject3416"	1
"3417"	"subject3417"	2
"3418"	"subject3418"	3
"3419"	"subject3419"	1
"3420"	"subject3420"	2
"3421"	"subject3421"	1
"3422"	"subject3422"	4
"3423"	"subject3423"	2
"3424"	"subject3424"	4
"3425"	"subject3425"	1
"3426"	"subject3426"	5
"3427"	"subject3427"	4
"3428"	"subject3428"	1
"3429"	"subject3429"	4
"3430"	"subject3430"	5
"3431"	"subject3431"	1
"3432"	"subject3432"	4
"3433"	"subject3433"	3
"3434"	"subject3434"	3
"3435"	"subject3435"	4
"3436"	"subject3436"	4
"3437"	"subject3437"	4
"3438"	"subject3438"	2
"3439"	"subject3439"	3
"3440"	"subject3440"	1
"3441"	"subject3441"	1
"3442"	"subject3442"	4
"3443"	"subject3443"	3
"3444"	"subject3444"	3
"3445"	"subject3445"	4
"3446"	"subject3446"	5
"3447"	"subject3447"	1
"3448"	"subject3448"	5
"3449"	"subject3449"	1
"3450"	"subject3450"	1
"3451"	"subject3451"	2
"3452"	"subject3452"	4
"3453"	"subject3453"	1
"3454"	"subject3454"	2
"3455"	"subject3455"	2
"3456"	"subject3456"	1
"3457"	"subject3457"	4
"3458"	"subject3458"	3
"3459"	"subject3459"	2
"3460"	"subject3460"	2
"3461"	"subject3461"	4
"3462"	"subject3462"	4
"3463"	"subject3463"	4
"3464"	"subject3464"	1
"3465"	"subject3465"	5
"3466"	"subject3466"	4
"3467"	"subject3467"	1
"3468"	"subject3468"	5
"3469"	"subject3469"	5
"3470"	"subject3470"	2
"3471"	"subject3471"	2
"3472"	"subject3472"	5
"3473"	"subject3473"	1
"3474"	"subject3474"	1
"3475"	"subject3475"	3
"3476"	"subject3476"	3
"3477"	"subject3477"	2
"3478"	"subject3478"	5
"3479"	"subject3479"	3
"3480"	"subject3480"	4
"3481"	"subject3481"	2
"3482"	"subject3482"	4
"3483"	"subject3483"	1
"3484"	"subject3484"	4
"3485"	"subject3485"	4
"3486"	"subject3486"	4
"3487"	"subject3487"	3
"3488"	"subject3488"	1
"3489"	"subject3489"	4
"3490"	"subject3490"	3
"3491"	"subject3491"	5
"3492"	"subject3492"	3
"3493"	"subject3493"	3
"3494"	"subject3494"	2
"3495"	"subject3495"	4
"3496"	"subject3496"	3
"3497"	"subject3497"	2
"3498"	"subject3498"	4
"3499"	"subject3499"	2
"3500"	"subject3500"	4
"3501"	"subject3501"	2
"3502"	"subject3502"	1
"3503"	"subject3503"	1
"3504"	"subject3504"	2
"3505"	"subject3505"	3
"3506"	"subject3506"	3
"3507"	"subject3507"	2
"3508"	"subject3508"	1
"3509"	"subject3509"	2
"3510"	"subject3510"	2
"3511"	"subject3511"	2
"3512"	"subject3512"	1
"3513"	"subject3513"	5
"3514"	"subject3514"	4
"3515"	"subject3515"	3
"3516"	"subject3516"	2
"3517"	"subject3517"	1
"3518"	"subject3518"	2
"3519"	"subject3519"	4
"3520"	"subject3520"	1
"3521"	"subject3521"	2
"3522"	"subject3522"	3
"3523"	"subject3523"	1
"3524"	"subject3524"	5
"3525"	"subject3525"	3
"3526"	"subject3526"	3
"3527"	"subject3527"	1
"3528"	"subject3528"	1
"3529"	"subject3529"	3
"3530"	"subject3530"	3
"3531"	"subject3531"	1
"3532"	"subject3532"	1
"3533"	"subject3533"	4
"3534"	"subject3534"	2
"3535"	"subject3535"	3
"3536"	"subject3536"	1
"3537"	"subject3537"	3
"3538"	"subject3538"	3
"3539"	"subject3539"	5
"3540"	"subject3540"	3
"3541"	"subject3541"	5
"3542"	"subject3542"	2
"3543"	"subject3543"	2
"3544"	"subject3544"	2
"3545"	"subject3545"	4
"3546"	"subject3546"	1
"3547"	"subject3547"	3
"3548"	"subject3548"	3
"3549"	"subject3549"	3
"3550"	"subject3550"	5
"3551"	"subject3551"	1
"3552"	"subject3552"	4
"3553"	"subject3553"	4
"3554"	"subject3554"	3
"3555"	"subject3555"	5
"3556"	"subject3556"	3
"3557"	"subject3557"	2
"3558"	"subject3558"	5
"3559"	"subject3559"	2
"3560"	"subject3560"	5
"3561"	"subject3561"	2
"3562"	"subject3562"	4
"3563"	"subject3563"	5
"3564"	"subject3564"	1
"3565"	"subject3565"	2
"3566"	"subject3566"	5
"3567"	"subject3567"	1
"3568"	"subject3568"	2
"3569"	"subject3569"	4
"3570"	"subject3570"	3
"3571"	"subject3571"	2
"3572"	"subject3572"	2
"3573"	"subject3573"	3
"3574"	"subject3574"	2
"3575"	"subject3575"	4
"3576"	"subject3576"	1
"3577"	"subject3577"	3
"3578"	"subject3578"	5
"3579"	"subject3579"	5
"3580"	"subject3580"	2
"3581"	"subject3581"	3
"3582"	"subject3582"	1
"3583"	"subject3583"	5
"3584"	"subject3584"	5
"3585"	"subject3585"	5
"3586"	"subject3586"	3
"3587"	"subject3587"	4
"3588"	"subject3588"	3
"3589"	"subject3589"	2
"3590"	"subject3590"	3
"3591"	"subject3591"	4
"3592"	"subject3592"	3
"3593"	"subject3593"	5
"3594"	"subject3594"	1
"3595"	"subject3595"	1
"3596"	"subject3596"	1
"3597"	"subject3597"	3
"3598"	"subject3598"	1
"3599"	"subject3599"	4
"3600"	"subject3600"	1
"3601"	"subject3601"	1
"3602"	"subject3602"	3
"3603"	"subject3603"	3
"3604"	"subject3604"	2
"3605"	"subject3605"	2
"3606"	"subject3606"	4
"3607"	"subject3607"	1
"3608"	"subject3608"	3
"3609"	"subject3609"	4
"3610"	"subject3610"	1
"3611"	"subject3611"	2
"3612"	"subject3612"	4
"3613"	"subject3613"	4
"3614"	"subject3614"	5
"3615"	"subject3615"	1
"3616"	"subject3616"	2
"3617"	"subject3617"	4
"3618"	"subject3618"	2
"3619"	"subject3619"	1
"3620"	"subject3620"	2
"3621"	"subject3621"	1
"3622"	"subject3622"	4
"3623"	"subject3623"	2
"3624"	"subject3624"	1
"3625"	"subject3625"	2
"3626"	"subject3626"	5
"3627"	"subject3627"	2
"3628"	"subject3628"	4
"3629"	"subject3629"	1
"3630"	"subject3630"	1
"3631"	"subject3631"	3
"3632"	"subject3632"	3
"3633"	"subject3633"	4
"3634"	"subject3634"	5
"3635"	"subject3635"	4
"3636"	"subject3636"	4
"3637"	"subject3637"	1
"3638"	"subject3638"	4
"3639"	"subject3639"	1
"3640"	"subject3640"	2
"3641"	"subject3641"	4
"3642"	"subject3642"	2
"3643"	"subject3643"	2
"3644"	"subject3644"	4
"3645"	"subject3645"	2
"3646"	"subject3646"	4
"3647"	"subject3647"	2
"3648"	"subject3648"	2
"3649"	"subject3649"	3
"3650"	"subject3650"	3
"3651"	"subject3651"	3
"3652"	"subject3652"	1
"3653"	"subject3653"	2
"3654"	"subject3654"	2
"3655"	"subject3655"	4
"3656"	"subject3656"	5
"3657"	"subject3657"	5
"3658"	"subject3658"	3
"3659"	"subject3659"	3
"3660"	"subject3660"	4
"3661"	"subject3661"	5
"3662"	"subject3662"	1
"3663"	"subject3663"	4
"3664"	"subject3664"	4
"3665"	"subject3665"	3
"3666"	"subject3666"	2
"3667"	"subject3667"	3
"3668"	"subject3668"	3
"3669"	"subject3669"	1
"3670"	"subject3670"	5
"3671"	"subject3671"	4
"3672"	"subject3672"	4
"3673"	"subject3673"	2
"3674"	"subject3674"	1
"3675"	"subject3675"	2
"3676"	"subject3676"	2
"3677"	"subject3677"	1
"3678"	"subject3678"	1
"3679"	"subject3679"	3
"3680"	"subject3680"	1
"3681"	"subject3681"	3
"3682"	"subject3682"	3
"3683"	"subject3683"	3
"3684"	"subject3684"	4
"3685"	"subject3685"	2
"3686"	"subject3686"	3
"3687"	"subject3687"	2
"3688"	"subject3688"	3
"3689"	"subject3689"	1
"3690"	"subject3690"	1
"3691"	"subject3691"	4
"3692"	"subject3692"	3
"3693"	"subject3693"	5
"3694"	"subject3694"	4
"3695"	"subject3695"	3
"3696"	"subject3696"	1
"3697"	"subject3697"	1
"3698"	"subject3698"	3
"3699"	"subject3699"	2
"3700"	"subject3700"	1
"3701"	"subject3701"	2
"3702"	"subject3702"	1
"3703"	"subject3703"	4
"3704"	"subject3704"	1
"3705"	"subject3705"	3
"3706"	"subject3706"	2
"3707"	"subject3707"	1
"3708"	"subject3708"	3
"3709"	"subject3709"	1
"3710"	"subject3710"	5
"3711"	"subject3711"	4
"3712"	"subject3712"	2
"3713"	"subject3713"	4
"3714"	"subject3714"	5
"3715"	"subject3715"	3
"3716"	"subject3716"	1
"3717"	"subject3717"	1
"3718"	"subject3718"	2
"3719"	"subject3719"	3
"3720"	"subject3720"	3
"3721"	"subject3721"	5
"3722"	"subject3722"	3
"3723"	"subject3723"	2
"3724"	"subject3724"	1
"3725"	"subject3725"	5
"3726"	"subject3726"	3
"3727"	"subject3727"	2
"3728"	"subject3728"	2
"3729"	"subject3729"	2
"3730"	"subject3730"	2
"3731"	"subject3731"	5
"3732"	"subject3732"	2
"3733"	"subject3733"	1
"3734"	"subject3734"	2
"3735"	"subject3735"	5
"3736"	"subject3736"	5
"3737"	"subject3737"	4
"3738"	"subject3738"	2
"3739"	"subject3739"	4
"3740"	"subject3740"	4
"3741"	"subject3741"	3
"3742"	"subject3742"	5
"3743"	"subject3743"	2
"3744"	"subject3744"	3
"3745"	"subject3745"	2
"3746"	"subject3746"	3
"3747"	"subject3747"	3
"3748"	"subject3748"	1
"3749"	"subject3749"	3
"3750"	"subject3750"	1
"3751"	"subject3751"	5
"3752"	"subject3752"	5
"3753"	"subject3753"	2
"3754"	"subject3754"	2
"3755"	"subject3755"	5
"3756"	"subject3756"	5
"3757"	"subject3757"	1
"3758"	"subject3758"	3
"3759"	"subject3759"	4
"3760"	"subject3760"	4
"3761"	"subject3761"	3
"3762"	"subject3762"	1
"3763"	"subject3763"	4
"3764"	"subject3764"	1
"3765"	"subject3765"	1
"3766"	"subject3766"	2
"3767"	"subject3767"	4
"3768"	"subject3768"	2
"3769"	"subject3769"	5
"3770"	"subject3770"	5
"3771"	"subject3771"	5
"3772"	"subject3772"	1
"3773"	"subject3773"	1
"3774"	"subject3774"	1
"3775"	"subject3775"	4
"3776"	"subject3776"	2
"3777"	"subject3777"	1
"3778"	"subject3778"	1
"3779"	"subject3779"	5
"3780"	"subject3780"	3
"3781"	"subject3781"	1
"3782"	"subject3782"	3
"3783"	"subject3783"	2
"3784"	"subject3784"	5
"3785"	"subject3785"	1
"3786"	"subject3786"	1
"3787"	"subject3787"	4
"3788"	"subject3788"	1
"3789"	"subject3789"	1
"3790"	"subject3790"	5
"3791"	"subject3791"	5
"3792"	"subject3792"	2
"3793"	"subject3793"	2
"3794"	"subject3794"	3
"3795"	"subject3795"	3
"3796"	"subject3796"	1
"3797"	"subject3797"	2
"3798"	"subject3798"	1
"3799"	"subject3799"	5
"3800"	"subject3800"	5
"3801"	"subject3801"	4
"3802"	"subject3802"	2
"3803"	"subject3803"	3
"3804"	"subject3804"	5
"3805"	"subject3805"	5
"3806"	"subject3806"	5
"3807"	"subject3807"	2
"3808"	"subject3808"	4
"3809"	"subject3809"	1
"3810"	"subject3810"	1
"3811"	"subject3811"	3
"3812"	"subject3812"	2
"3813"	"subject3813"	4
"3814"	"subject3814"	1
"3815"	"subject3815"	2
"3816"	"subject3816"	3
"3817"	"subject3817"	1
"3818"	"subject3818"	1
"3819"	"subject3819"	5
"3820"	"subject3820"	2
"3821"	"subject3821"	3
"3822"	"subject3822"	4
"3823"	"subject3823"	4
"3824"	"subject3824"	2
"3825"	"subject3825"	1
"3826"	"subject3826"	2
"3827"	"subject3827"	5
"3828"	"subject3828"	3
"3829"	"subject3829"	3
"3830"	"subject3830"	4
"3831"	"subject3831"	4
"3832"	"subject3832"	2
"3833"	"subject3833"	2
"3834"	"subject3834"	3
"3835"	"subject3835"	3
"3836"	"subject3836"	3
"3837"	"subject3837"	3
"3838"	"subject3838"	3
"3839"	"subject3839"	5
"3840"	"subject3840"	1
"3841"	"subject3841"	3
"3842"	"subject3842"	1
"3843"	"subject3843"	2
"3844"	"subject3844"	5
"3845"	"subject3845"	4
"3846"	"subject3846"	3
"3847"	"subject3847"	4
"3848"	"subject3848"	3
"3849"	"subject3849"	1
"3850"	"subject3850"	1
"3851"	"subject3851"	4
"3852"	"subject3852"	4
"3853"	"subject3853"	3
"3854"	"subject3854"	3
"3855"	"subject3855"	4
"3856"	"subject3856"	3
"3857"	"subject3857"	1
"3858"	"subject3858"	4
"3859"	"subject3859"	3
"3860"	"subject3860"	2
"3861"	"subject3861"	5
"3862"	"subject3862"	1
"3863"	"subject3863"	4
"3864"	"subject3864"	2
"3865"	"subject3865"	1
"3866"	"subject3866"	2
"3867"	"subject3867"	1
"3868"	"subject3868"	2
"3869"	"subject3869"	4
"3870"	"subject3870"	3
"3871"	"subject3871"	2
"3872"	"subject3872"	1
"3873"	"subject3873"	2
"3874"	"subject3874"	5
"3875"	"subject3875"	5
"3876"	"subject3876"	2
"3877"	"subject3877"	3
"3878"	"subject3878"	4
"3879"	"subject3879"	4
"3880"	"subject3880"	5
"3881"	"subject3881"	5
"3882"	"subject3882"	1
"3883"	"subject3883"	2
"3884"	"subject3884"	1
"3885"	"subject3885"	4
"3886"	"subject3886"	3
"3887"	"subject3887"	4
"3888"	"subject3888"	5
"3889"	"subject3889"	1
"3890"	"subject3890"	2
"3891"	"subject3891"	5
"3892"	"subject3892"	3
"3893"	"subject3893"	1
"3894"	"subject3894"	5
"3895"	"subject3895"	1
"3896"	"subject3896"	4
"3897"	"subject3897"	5
"3898"	"subject3898"	5
"3899"	"subject3899"	5
"3900"	"subject3900"	4
"3901"	"subject3901"	3
"3902"	"subject3902"	4
"3903"	"subject3903"	3
"3904"	"subject3904"	3
"3905"	"subject3905"	5
"3906"	"subject3906"	1
"3907"	"subject3907"	4
"3908"	"subject3908"	3
"3909"	"subject3909"	1
"3910"	"subject3910"	2
"3911"	"subject3911"	1
"3912"	"subject3912"	4
"3913"	"subject3913"	1
"3914"	"subject3914"	3
"3915"	"subject3915"	4
"3916"	"subject3916"	3
"3917"	"subject3917"	5
"3918"	"subject3918"	1
"3919"	"subject3919"	2
"3920"	"subject3920"	1
"3921"	"subject3921"	2
"3922"	"subject3922"	1
"3923"	"subject3923"	1
"3924"	"subject3924"	2
"3925"	"subject3925"	5
"3926"	"subject3926"	1
"3927"	"subject3927"	2
"3928"	"subject3928"	3
"3929"	"subject3929"	4
"3930"	"subject3930"	4
"3931"	"subject3931"	4
"3932"	"subject3932"	1
"3933"	"subject3933"	2
"3934"	"subject3934"	2
"3935"	"subject3935"	3
"3936"	"subject3936"	4
"3937"	"subject3937"	1
"3938"	"subject3938"	4
"3939"	"subject3939"	2
"3940"	"subject3940"	3
"3941"	"subject3941"	1
"3942"	"subject3942"	4
"3943"	"subject3943"	3
"3944"	"subject3944"	1
"3945"	"subject3945"	3
"3946"	"subject3946"	4
"3947"	"subject3947"	3
"3948"	"subject3948"	1
"3949"	"subject3949"	4
"3950"	"subject3950"	3
"3951"	"subject3951"	1
"3952"	"subject3952"	1
"3953"	"subject3953"	1
"3954"	"subject3954"	2
"3955"	"subject3955"	4
"3956"	"subject3956"	2
"3957"	"subject3957"	5
"3958"	"subject3958"	1
"3959"	"subject3959"	3
"3960"	"subject3960"	4
"3961"	"subject3961"	2
"3962"	"subject3962"	4
"3963"	"subject3963"	5
"3964"	"subject3964"	1
"3965"	"subject3965"	2
"3966"	"subject3966"	3
"3967"	"subject3967"	1
"3968"	"subject3968"	4
"3969"	"subject3969"	1
"3970"	"subject3970"	5
"3971"	"subject3971"	3
"3972"	"subject3972"	4
"3973"	"subject3973"	3
"3974"	"subject3974"	1
"3975"	"subject3975"	4
"3976"	"subject3976"	4
"3977"	"subject3977"	2
"3978"	"subject3978"	5
"3979"	"subject3979"	1
"3980"	"subject3980"	2
"3981"	"subject3981"	2
"3982"	"subject3982"	5
"3983"	"subject3983"	3
"3984"	"subject3984"	2
"3985"	"subject3985"	1
"3986"	"subject3986"	1
"3987"	"subject3987"	2
"3988"	"subject3988"	5
"3989"	"subject3989"	3
"3990"	"subject3990"	1
"3991"	"subject3991"	4
"3992"	"subject3992"	3
"3993"	"subject3993"	3
"3994"	"subject3994"	4
"3995"	"subject3995"	1
"3996"	"subject3996"	1
"3997"	"subject3997"	3
"3998"	"subject3998"	1
"3999"	"subject3999"	1
"4000"	"subject4000"	4
"4001"	"subject4001"	5
"4002"	"subject4002"	1
"4003"	"subject4003"	1
"4004"	"subject4004"	5
"4005"	"subject4005"	1
"4006"	"subject4006"	4
"4007"	"subject4007"	4
"4008"	"subject4008"	1
"4009"	"subject4009"	2
"4010"	"subject4010"	1
"4011"	"subject4011"	2
"4012"	"subject4012"	3
"4013"	"subject4013"	4
"4014"	"subject4014"	3
"4015"	"subject4015"	2
"4016"	"subject4016"	3
"4017"	"subject4017"	3
"4018"	"subject4018"	2
"4019"	"subject4019"	2
"4020"	"subject4020"	3
"4021"	"subject4021"	2
"4022"	"subject4022"	3
"4023"	"subject4023"	3
"4024"	"subject4024"	4
"4025"	"subject4025"	3
"4026"	"subject4026"	2
"4027"	"subject4027"	4
"4028"	"subject4028"	1
"4029"	"subject4029"	1
"4030"	"subject4030"	3
"4031"	"subject4031"	4
"4032"	"subject4032"	3
"4033"	"subject4033"	3
"4034"	"subject4034"	1
"4035"	"subject4035"	1
"4036"	"subject4036"	4
"4037"	"subject4037"	2
"4038"	"subject4038"	2
"4039"	"subject4039"	3
"4040"	"subject4040"	2
"4041"	"subject4041"	5
"4042"	"subject4042"	3
"4043"	"subject4043"	4
"4044"	"subject4044"	1
"4045"	"subject4045"	5
"4046"	"subject4046"	1
"4047"	"subject4047"	1
"4048"	"subject4048"	3
"4049"	"subject4049"	3
"4050"	"subject4050"	2
"4051"	"subject4051"	3
"4052"	"subject4052"	2
"4053"	"subject4053"	2
"4054"	"subject4054"	4
"4055"	"subject4055"	1
"4056"	"subject4056"	3
"4057"	"subject4057"	1
"4058"	"subject4058"	2
"4059"	"subject4059"	4
"4060"	"subject4060"	2
"4061"	"subject4061"	5
"4062"	"subject4062"	3
"4063"	"subject4063"	1
"4064"	"subject4064"	1
"4065"	"subject4065"	5
"4066"	"subject4066"	2
"4067"	"subject4067"	1
"4068"	"subject4068"	1
"4069"	"subject4069"	5
"4070"	"subject4070"	3
"4071"	"subject4071"	4
"4072"	"subject4072"	5
"4073"	"subject4073"	1
"4074"	"subject4074"	2
"4075"	"subject4075"	1
"4076"	"subject4076"	1
"4077"	"subject4077"	1
"4078"	"subject4078"	2
"4079"	"subject4079"	3
"4080"	"subject4080"	1
"4081"	"subject4081"	2
"4082"	"subject4082"	3
"4083"	"subject4083"	2
"4084"	"subject4084"	3
"4085"	"subject4085"	4
"4086"	"subject4086"	2
"4087"	"subject4087"	1
"4088"	"subject4088"	3
"4089"	"subject4089"	5
"4090"	"subject4090"	4
"4091"	"subject4091"	5
"4092"	"subject4092"	5
"4093"	"subject4093"	2
"4094"	"subject4094"	3
"4095"	"subject4095"	2
"4096"	"subject4096"	3
"4097"	"subject4097"	1
"4098"	"subject4098"	3
"4099"	"subject4099"	3
"4100"	"subject4100"	1
"4101"	"subject4101"	3
"4102"	"subject4102"	2
"4103"	"subject4103"	3
"4104"	"subject4104"	1
"4105"	"subject4105"	2
"4106"	"subject4106"	1
"4107"	"subject4107"	5
"4108"	"subject4108"	4
"4109"	"subject4109"	1
"4110"	"subject4110"	1
"4111"	"subject4111"	4
"4112"	"subject4112"	2
"4113"	"subject4113"	4
"4114"	"subject4114"	2
"4115"	"subject4115"	5
"4116"	"subject4116"	3
"4117"	"subject4117"	1
"4118"	"subject4118"	5
"4119"	"subject4119"	3
"4120"	"subject4120"	2
"4121"	"subject4121"	5
"4122"	"subject4122"	4
"4123"	"subject4123"	3
"4124"	"subject4124"	4
"4125"	"subject4125"	5
"4126"	"subject4126"	1
"4127"	"subject4127"	1
"4128"	"subject4128"	1
"4129"	"subject4129"	5
"4130"	"subject4130"	4
"4131"	"subject4131"	1
"4132"	"subject4132"	5
"4133"	"subject4133"	3
"4134"	"subject4134"	5
"4135"	"subject4135"	3
"4136"	"subject4136"	1
"4137"	"subject4137"	4
